Suburb,Address,Rooms,Type,Price,Date,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname
Reservoir,69 Powell St,3,h,900000.0,7/11/2016,3073.0,3.0,2.0,2.0,634.0,,,Darebin,-37.7262,144.997,Northern Metropolitan
Reservoir,13 Crawley St,4,h,1015000.0,8/10/2016,3073.0,4.0,1.0,1.0,518.0,135.0,1920.0,Darebin,-37.726,145.0044,Northern Metropolitan
Reservoir,193 Edwardes St,3,h,915000.0,8/10/2016,3073.0,3.0,3.0,2.0,618.0,153.0,1960.0,Darebin,-37.7154,144.9962,Northern Metropolitan
Reservoir,66 Elinda Pl,2,h,380000.0,8/10/2016,3073.0,2.0,1.0,1.0,159.0,,1990.0,Darebin,-37.6998,145.0248,Northern Metropolitan
Reservoir,1a Fordham Rd,2,u,468000.0,8/10/2016,3073.0,3.0,2.0,2.0,234.0,,,Darebin,-37.7172,145.016,Northern Metropolitan
Reservoir,15 George St,3,h,800000.0,8/10/2016,3073.0,3.0,1.0,2.0,570.0,,1950.0,Darebin,-37.718,144.9999,Northern Metropolitan
Reservoir,4/60 Henty St,2,u,380000.0,8/10/2016,3073.0,2.0,1.0,1.0,149.0,70.0,1980.0,Darebin,-37.7177,144.9917,Northern Metropolitan
Reservoir,91 Henty St,3,h,600000.0,8/10/2016,3073.0,3.0,1.0,1.0,370.0,,,Darebin,-37.719,144.9971,Northern Metropolitan
Reservoir,3/14 MacK St,3,t,592000.0,8/10/2016,3073.0,3.0,1.0,1.0,270.0,160.0,2016.0,Darebin,-37.702,145.0148,Northern Metropolitan
Reservoir,11a Oconnor St,2,h,611000.0,8/10/2016,3073.0,2.0,1.0,2.0,379.0,,,Darebin,-37.7108,145.0048,Northern Metropolitan
Reservoir,6/13 Fyfe St,2,t,416000.0,10/09/2016,3073.0,2.0,1.0,1.0,159.0,70.0,2000.0,Darebin,-37.7059,145.0115,Northern Metropolitan
Reservoir,43 Gloucester St,3,h,890000.0,10/09/2016,3073.0,3.0,2.0,2.0,634.0,,,Darebin,-37.7199,144.9965,Northern Metropolitan
Reservoir,43 Kingsley Rd,3,h,865000.0,10/09/2016,3073.0,2.0,1.0,3.0,560.0,110.0,1950.0,Darebin,-37.721,144.9885,Northern Metropolitan
Reservoir,3/16 McComas St,2,u,436000.0,10/09/2016,3073.0,2.0,1.0,1.0,140.0,,2011.0,Darebin,-37.7285,145.0242,Northern Metropolitan
Reservoir,7/47 Storey Rd,2,u,432000.0,10/09/2016,3073.0,2.0,1.0,1.0,137.0,,,Darebin,-37.7241,145.0114,Northern Metropolitan
Reservoir,65 Barry St,2,h,836000.0,10/12/2016,3073.0,2.0,1.0,3.0,821.0,,,Darebin,-37.7093,145.0006,Northern Metropolitan
Reservoir,3/66 Darebin Bvd,2,u,401000.0,10/12/2016,3073.0,2.0,1.0,1.0,184.0,77.0,1965.0,Darebin,-37.7043,145.0277,Northern Metropolitan
Reservoir,1/35 George St,2,u,491000.0,10/12/2016,3073.0,2.0,1.0,1.0,168.0,93.0,1970.0,Darebin,-37.7167,145.0001,Northern Metropolitan
Reservoir,5/2 Griffiths St,2,u,420000.0,10/12/2016,3073.0,2.0,1.0,0.0,207.0,,,Darebin,-37.7145,144.9962,Northern Metropolitan
Reservoir,9 Howard St,3,h,780000.0,10/12/2016,3073.0,3.0,1.0,2.0,457.0,,,Darebin,-37.7199,145.0155,Northern Metropolitan
Reservoir,2/66 Pine St,2,u,520000.0,10/12/2016,3073.0,2.0,1.0,1.0,135.0,,1980.0,Darebin,-37.7181,144.9985,Northern Metropolitan
Reservoir,2/953 High St,2,h,555000.0,11/02/2017,3073.0,2.0,1.0,2.0,229.0,92.0,1970.0,Darebin,-37.71,145.0082,Northern Metropolitan
Reservoir,2/89 Purinuan Rd,2,t,350000.0,11/02/2017,3073.0,2.0,1.0,1.0,0.0,72.0,2016.0,Darebin,-37.7091,145.0255,Northern Metropolitan
Reservoir,1/5 Box St,3,t,678000.0,11/03/2017,3073.0,3.0,2.0,1.0,230.0,,2009.0,Darebin,-37.7077,145.0211,Northern Metropolitan
Reservoir,146 North Rd,3,h,812000.0,12/06/2016,3073.0,3.0,1.0,2.0,696.0,,1950.0,Darebin,-37.7223,145.0126,Northern Metropolitan
Reservoir,3/41 Fordham Rd,2,t,495000.0,12/11/2016,3073.0,2.0,1.0,1.0,96.0,73.0,2013.0,Darebin,-37.7139,145.0198,Northern Metropolitan
Reservoir,18 Frankston St,2,h,644000.0,12/11/2016,3073.0,2.0,1.0,2.0,455.0,,1940.0,Darebin,-37.7246,144.9995,Northern Metropolitan
Reservoir,30 Godley St,4,h,895500.0,12/11/2016,3073.0,4.0,2.0,4.0,864.0,,,Darebin,-37.7034,144.9886,Northern Metropolitan
Reservoir,1/65 Keon Pde,3,u,500000.0,12/11/2016,3073.0,3.0,1.0,1.0,359.0,109.0,1960.0,Darebin,-37.6957,145.0161,Northern Metropolitan
Reservoir,24 Livingstone St,3,h,940000.0,12/11/2016,3073.0,3.0,1.0,2.0,756.0,,,Darebin,-37.7249,144.9854,Northern Metropolitan
Reservoir,97 North Rd,2,h,755000.0,12/11/2016,3073.0,2.0,1.0,2.0,0.0,,,Darebin,-37.7231,145.0168,Northern Metropolitan
Reservoir,3/68 Northernhay St,2,t,568000.0,12/11/2016,3073.0,2.0,1.0,1.0,120.0,,,Darebin,-37.7239,145.0083,Northern Metropolitan
Reservoir,3/14 Aberdeen St,2,u,452000.0,13/08/2016,3073.0,2.0,1.0,1.0,0.0,,,Darebin,-37.703,145.0201,Northern Metropolitan
Reservoir,7 Caddy Ct,3,h,585000.0,13/08/2016,3073.0,3.0,1.0,3.0,620.0,,,Darebin,-37.7293,145.032,Northern Metropolitan
Reservoir,12 Nisbett St,3,h,546000.0,13/08/2016,3073.0,3.0,1.0,2.0,592.0,84.0,1960.0,Darebin,-37.728,145.0352,Northern Metropolitan
Reservoir,249 Spring St,4,h,1700000.0,13/08/2016,3073.0,4.0,2.0,4.0,601.0,,,Darebin,-37.7176,145.0058,Northern Metropolitan
Reservoir,28 Black St,3,h,592500.0,14/05/2016,3073.0,3.0,2.0,1.0,215.0,,,Darebin,-37.7094,145.0204,Northern Metropolitan
Reservoir,60 Powell St,3,h,830000.0,14/05/2016,3073.0,1.0,1.0,1.0,509.0,,1928.0,Darebin,-37.7261,144.9983,Northern Metropolitan
Reservoir,3/94 Purinuan Rd,2,u,360000.0,14/05/2016,3073.0,2.0,1.0,1.0,132.0,65.0,2010.0,Darebin,-37.708,145.0223,Northern Metropolitan
Reservoir,1/104 Cheddar Rd,3,h,410000.0,15/10/2016,3073.0,3.0,1.0,1.0,250.0,105.0,1960.0,Darebin,-37.6974,145.0213,Northern Metropolitan
Reservoir,117 Darebin Bvd,4,h,811000.0,15/10/2016,3073.0,4.0,2.0,3.0,525.0,525.0,,Darebin,-37.7029,145.0324,Northern Metropolitan
Reservoir,16 North Rd,3,h,765000.0,15/10/2016,3073.0,3.0,1.0,2.0,551.0,,,Darebin,-37.7214,145.0241,Northern Metropolitan
Reservoir,1/18 Duffy St,2,u,376000.0,16/04/2016,3073.0,2.0,1.0,1.0,104.0,77.0,1970.0,Darebin,-37.7104,145.0076,Northern Metropolitan
Reservoir,2/963 High St,2,u,323000.0,16/04/2016,3073.0,2.0,1.0,1.0,0.0,65.0,1960.0,Darebin,-37.7093,145.0084,Northern Metropolitan
Reservoir,119 Hughes Pde,3,h,680000.0,16/04/2016,3073.0,3.0,1.0,4.0,527.0,146.0,1965.0,Darebin,-37.6983,144.9941,Northern Metropolitan
Reservoir,2/27 Kenilworth St,2,t,530000.0,16/04/2016,3073.0,2.0,1.0,1.0,0.0,106.0,2007.0,Darebin,-37.7141,145.0047,Northern Metropolitan
Reservoir,39 Mason St,4,h,786000.0,16/04/2016,3073.0,4.0,3.0,1.0,595.0,174.0,2013.0,Darebin,-37.7283,145.0072,Northern Metropolitan
Reservoir,8 Willoughby St,3,h,650000.0,16/04/2016,3073.0,3.0,1.0,2.0,468.0,92.0,1960.0,Darebin,-37.7184,144.9962,Northern Metropolitan
Reservoir,5 Zinnia St,3,h,540000.0,16/04/2016,3073.0,3.0,1.0,2.0,496.0,,,Darebin,-37.7156,144.9825,Northern Metropolitan
Reservoir,43 Barry St,3,h,685000.0,16/07/2016,3073.0,3.0,1.0,1.0,497.0,,,Darebin,-37.7096,145.0036,Northern Metropolitan
Reservoir,4 Dennis St,3,h,830000.0,16/07/2016,3073.0,3.0,1.0,2.0,671.0,,,Darebin,-37.7187,145.0127,Northern Metropolitan
Reservoir,12 Ida Ct,3,h,539000.0,16/07/2016,3073.0,3.0,1.0,1.0,474.0,114.0,1960.0,Darebin,-37.7086,144.9919,Northern Metropolitan
Reservoir,79 Darebin Bvd,3,h,622500.0,17/09/2016,3073.0,3.0,1.0,1.0,456.0,94.0,1960.0,Darebin,-37.7038,145.0281,Northern Metropolitan
Reservoir,89 Darebin Bvd,4,h,767500.0,17/09/2016,3073.0,3.0,2.0,2.0,834.0,129.0,2017.0,Darebin,-37.704,145.0299,Northern Metropolitan
Reservoir,18 Elizabeth Ct,3,h,668000.0,17/09/2016,3073.0,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin,-37.6989,145.0212,Northern Metropolitan
Reservoir,53 Northernhay St,4,h,1215000.0,17/09/2016,3073.0,4.0,2.0,4.0,748.0,,,Darebin,-37.7247,145.0096,Northern Metropolitan
Reservoir,5 Birdwood St,3,h,1120000.0,18/03/2017,3073.0,3.0,1.0,2.0,744.0,,,Darebin,-37.7285,144.9961,Northern Metropolitan
Reservoir,1/26 Chaleyer St,3,u,470000.0,18/03/2017,3073.0,3.0,1.0,2.0,159.0,97.0,1970.0,Darebin,-37.7277,145.0248,Northern Metropolitan
Reservoir,4 Hickford St,3,h,655000.0,18/03/2017,3073.0,3.0,2.0,2.0,456.0,137.0,1970.0,Darebin,-37.7061,145.0308,Northern Metropolitan
Reservoir,12 Kinkora Rd,3,h,885000.0,18/03/2017,3073.0,3.0,1.0,2.0,518.0,,,Darebin,-37.7303,145.0171,Northern Metropolitan
Reservoir,28A McMahon Rd,2,h,510000.0,18/03/2017,3073.0,2.0,1.0,2.0,268.0,,,Darebin,-37.7113,145.0224,Northern Metropolitan
Reservoir,12 Borrie St,3,h,703000.0,18/06/2016,3073.0,3.0,2.0,1.0,597.0,120.0,1960.0,Darebin,-37.7066,145.0203,Northern Metropolitan
Reservoir,1/5 Daventry St,2,u,424000.0,18/06/2016,3073.0,2.0,1.0,1.0,141.0,81.0,1980.0,Darebin,-37.7149,145.0009,Northern Metropolitan
Reservoir,11 Elsey Rd,4,h,750000.0,18/06/2016,3073.0,4.0,1.0,2.0,747.0,,,Darebin,-37.7054,145.0137,Northern Metropolitan
Reservoir,25 Florence Cl,3,h,613000.0,18/06/2016,3073.0,3.0,1.0,2.0,745.0,149.0,1985.0,Darebin,-37.7007,144.9815,Northern Metropolitan
Reservoir,6 McShane St,3,h,779000.0,18/06/2016,3073.0,3.0,1.0,2.0,945.0,,,Darebin,-37.7027,145.0001,Northern Metropolitan
Reservoir,1 Nisbett St,2,t,425000.0,18/06/2016,3073.0,2.0,1.0,1.0,145.0,100.0,,Darebin,-37.7284,145.0361,Northern Metropolitan
Reservoir,85 Radford Rd,5,h,791000.0,18/06/2016,3073.0,4.0,3.0,1.0,961.0,,,Darebin,-37.7024,144.984,Northern Metropolitan
Reservoir,3 Sheargold Ct,3,h,475000.0,18/06/2016,3073.0,3.0,1.0,1.0,535.0,133.0,1970.0,Darebin,-37.692,144.9781,Northern Metropolitan
Reservoir,50 Gloucester St,3,h,950000.0,19/11/2016,3073.0,3.0,2.0,2.0,565.0,120.0,1920.0,Darebin,-37.7196,144.997,Northern Metropolitan
Reservoir,3/141 Hickford St,2,u,352000.0,19/11/2016,3073.0,2.0,1.0,1.0,0.0,,1970.0,Darebin,-37.703,145.014,Northern Metropolitan
Reservoir,140 Purinuan Rd,2,h,791000.0,19/11/2016,3073.0,2.0,1.0,3.0,720.0,,,Darebin,-37.7076,145.017,Northern Metropolitan
Reservoir,6 Rodman St,3,h,905000.0,19/11/2016,3073.0,3.0,1.0,2.0,950.0,121.0,1960.0,Darebin,-37.7022,145.0078,Northern Metropolitan
Reservoir,2/152 St Vigeons Rd,2,u,480000.0,19/11/2016,3073.0,2.0,2.0,1.0,145.0,145.0,2010.0,Darebin,-37.7053,145.0173,Northern Metropolitan
Reservoir,13 Whitby St,3,h,767000.0,19/11/2016,3073.0,3.0,1.0,2.0,561.0,96.0,1950.0,Darebin,-37.7098,145.0031,Northern Metropolitan
Reservoir,26 York St,3,h,871000.0,19/11/2016,3073.0,3.0,1.0,3.0,614.0,,,Darebin,-37.7276,144.989,Northern Metropolitan
Reservoir,10 Gilbank St,3,h,921500.0,22/05/2016,3073.0,3.0,2.0,1.0,527.0,177.0,1950.0,Darebin,-37.7238,144.9964,Northern Metropolitan
Reservoir,2/10 Odowd St,2,t,490000.0,22/05/2016,3073.0,3.0,1.0,1.0,126.0,91.0,2013.0,Darebin,-37.7186,145.0166,Northern Metropolitan
Reservoir,13 Southernhay St,3,h,787000.0,22/05/2016,3073.0,3.0,1.0,1.0,563.0,118.0,1940.0,Darebin,-37.7258,145.0129,Northern Metropolitan
Reservoir,9/99 Barton St,2,u,335000.0,22/08/2016,3073.0,2.0,1.0,1.0,0.0,54.0,2012.0,Darebin,-37.7112,144.9989,Northern Metropolitan
Reservoir,30 Boldrewood Pde,3,h,670500.0,22/08/2016,3073.0,3.0,1.0,2.0,654.0,,,Darebin,-37.7229,145.0225,Northern Metropolitan
Reservoir,89 Cheddar Rd,5,h,1050000.0,22/08/2016,3073.0,5.0,2.0,1.0,578.0,,,Darebin,-37.7061,145.0147,Northern Metropolitan
Reservoir,30 Kinsale St,3,h,851500.0,22/08/2016,3073.0,3.0,1.0,1.0,0.0,,1930.0,Darebin,-37.7217,144.9954,Northern Metropolitan
Reservoir,129 Spring St,2,h,623500.0,22/08/2016,3073.0,2.0,1.0,0.0,452.0,,,Darebin,-37.7271,145.0009,Northern Metropolitan
Reservoir,14 Beenak St,3,h,572000.0,23/04/2016,3073.0,3.0,1.0,2.0,41400.0,,,Darebin,-37.7104,145.0257,Northern Metropolitan
Reservoir,1/15 Delaware St,3,h,600000.0,23/04/2016,3073.0,3.0,2.0,2.0,0.0,,,Darebin,-37.7208,145.0148,Northern Metropolitan
Reservoir,2/2 Elsey Rd,2,u,525000.0,23/04/2016,3073.0,3.0,1.0,2.0,284.0,,2014.0,Darebin,-37.705,145.0152,Northern Metropolitan
Reservoir,17 Ramleh Rd,3,h,692500.0,23/04/2016,3073.0,3.0,2.0,2.0,803.0,,,Darebin,-37.7086,145.0313,Northern Metropolitan
Reservoir,163 Spring St,4,h,790000.0,23/04/2016,3073.0,4.0,2.0,2.0,1090.0,,,Darebin,-37.7243,145.0014,Northern Metropolitan
Reservoir,70 Barry St,3,h,785000.0,24/09/2016,3073.0,3.0,1.0,1.0,719.0,,,Darebin,-37.709,145.0015,Northern Metropolitan
Reservoir,30 Davidson St,5,h,925000.0,24/09/2016,3073.0,5.0,3.0,4.0,922.0,,,Darebin,-37.6961,144.9865,Northern Metropolitan
Reservoir,906 High St,3,h,700000.0,24/09/2016,3073.0,3.0,1.0,1.0,621.0,,1950.0,Darebin,-37.7195,145.0074,Northern Metropolitan
Reservoir,5 Jess St,4,h,801000.0,24/09/2016,3073.0,3.0,1.0,2.0,771.0,,1965.0,Darebin,-37.705,145.0035,Northern Metropolitan
Reservoir,1/164 Leamington St,1,u,216000.0,24/09/2016,3073.0,2.0,1.0,1.0,0.0,45.0,1970.0,Darebin,-37.7111,144.9919,Northern Metropolitan
Reservoir,2/164 Leamington St,1,u,220000.0,24/09/2016,3073.0,1.0,1.0,1.0,0.0,45.0,1970.0,Darebin,-37.7111,144.9919,Northern Metropolitan
Reservoir,57 Newton St,3,h,866000.0,24/09/2016,3073.0,3.0,1.0,2.0,569.0,,,Darebin,-37.7313,145.0224,Northern Metropolitan
Reservoir,27 Banff St,2,h,500250.0,25/02/2017,3073.0,2.0,1.0,1.0,425.0,,1960.0,Darebin,-37.7047,145.0252,Northern Metropolitan
Reservoir,33 Edwardes St,3,h,810000.0,25/02/2017,3073.0,3.0,2.0,3.0,486.0,,,Darebin,-37.7164,145.0048,Northern Metropolitan
Reservoir,89 Henty St,2,h,790000.0,25/02/2017,3073.0,2.0,1.0,1.0,585.0,97.0,1950.0,Darebin,-37.719,144.9972,Northern Metropolitan
Reservoir,2/2 Leamington St,2,u,465000.0,25/02/2017,3073.0,2.0,1.0,1.0,111.0,,,Darebin,-37.7128,145.0075,Northern Metropolitan
Reservoir,273 Mahoneys Rd,3,h,601000.0,25/02/2017,3073.0,3.0,1.0,2.0,460.0,102.0,1965.0,Darebin,-37.6917,144.9755,Northern Metropolitan
Reservoir,103 McMahon Rd,2,h,772000.0,25/02/2017,3073.0,2.0,1.0,1.0,0.0,,,Darebin,-37.7106,145.0138,Northern Metropolitan
Reservoir,33 Shand Rd,2,h,968000.0,25/02/2017,3073.0,2.0,1.0,2.0,631.0,,,Darebin,-37.7211,145.0195,Northern Metropolitan
Reservoir,7 Thackeray Rd,3,h,928000.0,25/02/2017,3073.0,3.0,1.0,1.0,696.0,,,Darebin,-37.7218,145.015,Northern Metropolitan
Reservoir,5/25 Ashley St,2,u,300000.0,26/07/2016,3073.0,2.0,1.0,1.0,87.0,62.0,1970.0,Darebin,-37.7174,145.0016,Northern Metropolitan
Reservoir,1 Harmer St,4,h,885000.0,26/07/2016,3073.0,4.0,2.0,3.0,936.0,262.0,1985.0,Darebin,-37.7021,145.0178,Northern Metropolitan
Reservoir,42 Kingsley Rd,3,h,815000.0,26/07/2016,3073.0,3.0,1.0,2.0,550.0,557.0,1965.0,Darebin,-37.7208,144.9887,Northern Metropolitan
Reservoir,28 Mendip Rd,3,h,882500.0,26/07/2016,3073.0,3.0,2.0,2.0,681.0,135.0,1940.0,Darebin,-37.7217,145.0163,Northern Metropolitan
Reservoir,54 Pine St,3,h,793000.0,26/07/2016,3073.0,3.0,1.0,2.0,589.0,128.0,1950.0,Darebin,-37.7195,144.9982,Northern Metropolitan
Reservoir,1/173 Edwardes St,2,u,477000.0,27/06/2016,3073.0,2.0,1.0,2.0,115.0,,,Darebin,-37.7156,144.9977,Northern Metropolitan
Reservoir,1/14 Ludeman Ct,2,u,433000.0,27/06/2016,3073.0,2.0,1.0,1.0,236.0,72.0,2012.0,Darebin,-37.6984,144.9997,Northern Metropolitan
Reservoir,6 Mattea Ct,3,u,672000.0,27/06/2016,3073.0,3.0,1.0,2.0,855.0,,,Darebin,-37.7328,145.0348,Northern Metropolitan
Reservoir,124 Rathcown Rd,2,h,680000.0,27/06/2016,3073.0,2.0,1.0,1.0,750.0,92.0,1960.0,Darebin,-37.7089,145.0192,Northern Metropolitan
Reservoir,15 Berwick St,3,h,751000.0,27/11/2016,3073.0,3.0,1.0,2.0,604.0,,1940.0,Darebin,-37.723,145.0024,Northern Metropolitan
Reservoir,10 Dumbarton St,3,h,851000.0,27/11/2016,3073.0,3.0,1.0,1.0,826.0,101.0,1960.0,Darebin,-37.7013,145.0244,Northern Metropolitan
Reservoir,657 Gilbert Rd,3,h,777000.0,27/11/2016,3073.0,3.0,1.0,2.0,480.0,,,Darebin,-37.7265,144.9918,Northern Metropolitan
Reservoir,24 Home St,4,h,1162000.0,27/11/2016,3073.0,4.0,3.0,4.0,695.0,,,Darebin,-37.7264,145.0198,Northern Metropolitan
Reservoir,1 Mendip Rd,3,h,1025000.0,27/11/2016,3073.0,3.0,1.0,4.0,670.0,134.0,1935.0,Darebin,-37.7242,145.0154,Northern Metropolitan
Reservoir,72 Oconnor St,3,h,762500.0,27/11/2016,3073.0,3.0,1.0,2.0,677.0,,,Darebin,-37.7101,144.9999,Northern Metropolitan
Reservoir,40 Powell St,3,h,832000.0,27/11/2016,3073.0,3.0,1.0,2.0,496.0,,,Darebin,-37.7263,145.0003,Northern Metropolitan
Reservoir,81 Barton St,3,h,784000.0,28/05/2016,3073.0,3.0,1.0,2.0,602.0,162.0,1970.0,Darebin,-37.7115,145.0009,Northern Metropolitan
Reservoir,11 Carrington Rd,3,h,665000.0,28/05/2016,3073.0,3.0,1.0,1.0,467.0,,,Darebin,-37.7219,144.9892,Northern Metropolitan
Reservoir,1/9 Daventry St,2,u,405000.0,28/05/2016,3073.0,2.0,1.0,1.0,121.0,,1965.0,Darebin,-37.7146,145.001,Northern Metropolitan
Reservoir,1/23 George St,2,u,431000.0,28/05/2016,3073.0,2.0,1.0,1.0,139.0,,1975.0,Darebin,-37.7175,145.0,Northern Metropolitan
Reservoir,39 Leamington St,4,h,885000.0,28/05/2016,3073.0,4.0,2.0,2.0,508.0,141.0,1950.0,Darebin,-37.7129,145.0047,Northern Metropolitan
Reservoir,6 MacKenzie St,3,h,718500.0,28/05/2016,3073.0,3.0,1.0,6.0,807.0,133.0,1975.0,Darebin,-37.704,144.9864,Northern Metropolitan
Reservoir,12 Nutwood St,5,h,762500.0,28/05/2016,3073.0,3.0,2.0,2.0,548.0,285.0,1990.0,Darebin,-37.7099,145.0333,Northern Metropolitan
Reservoir,20 Rodman St,3,h,737000.0,28/05/2016,3073.0,2.0,3.0,6.0,957.0,,,Darebin,-37.7012,145.0069,Northern Metropolitan
Reservoir,56 Gloucester St,3,h,810000.0,28/08/2016,3073.0,3.0,2.0,2.0,279.0,,,Darebin,-37.7192,144.9971,Northern Metropolitan
Reservoir,42 Oconnor St,2,h,610000.0,28/08/2016,3073.0,3.0,1.0,2.0,383.0,103.0,1970.0,Darebin,-37.7103,145.0037,Northern Metropolitan
Reservoir,4/77 Pine St,2,u,430000.0,28/08/2016,3073.0,2.0,1.0,1.0,152.0,,,Darebin,-37.7173,144.9976,Northern Metropolitan
Reservoir,183 Wilson Bvd,4,h,680000.0,28/08/2016,3073.0,4.0,1.0,2.0,561.0,134.0,1960.0,Darebin,-37.696999999999996,144.9989,Northern Metropolitan
Reservoir,27 Ashton St,3,h,705000.0,30/07/2016,3073.0,3.0,1.0,1.0,437.0,,1930.0,Darebin,-37.7291,145.02100000000004,Northern Metropolitan
Reservoir,46 Bourke St,3,h,705000.0,30/07/2016,3073.0,3.0,1.0,3.0,513.0,,,Darebin,-37.7243,144.9883,Northern Metropolitan
Richmond,24 Butler St,2,h,937000.0,3/09/2016,3121.0,2.0,1.0,1.0,125.0,103.0,1950.0,Yarra,-37.8106,144.994,Northern Metropolitan
Richmond,81 Erin St,3,h,1260000.0,3/09/2016,3121.0,2.0,1.0,0.0,203.0,81.0,1900.0,Yarra,-37.8166,144.9945,Northern Metropolitan
Richmond,52 Lyndhurst St,3,t,1236000.0,3/09/2016,3121.0,3.0,2.0,1.0,675.0,,,Yarra,-37.8206,145.0003,Northern Metropolitan
Richmond,6/25 River St,2,u,795250.0,3/09/2016,3121.0,2.0,1.0,2.0,0.0,85.0,1997.0,Yarra,-37.8164,145.0136,Northern Metropolitan
Richmond,29/9 Tennyson St,2,u,582000.0,3/09/2016,3121.0,2.0,1.0,1.0,0.0,75.0,2001.0,Yarra,-37.824,144.9918,Northern Metropolitan
Richmond,7 Bank St,3,h,1600000.0,3/12/2016,3121.0,3.0,2.0,1.0,115.0,,,Yarra,-37.8163,144.9984,Northern Metropolitan
Richmond,3/11 Brougham St,1,u,370000.0,3/12/2016,3121.0,1.0,1.0,1.0,502.0,38.0,1950.0,Yarra,-37.8214,144.9997,Northern Metropolitan
Richmond,131 Lord St,4,h,3335000.0,3/12/2016,3121.0,4.0,2.0,2.0,319.0,,1893.0,Yarra,-37.8244,145.0044,Northern Metropolitan
Richmond,60 Somerset St,2,h,935000.0,3/12/2016,3121.0,2.0,1.0,1.0,67.0,,1998.0,Yarra,-37.8159,145.0033,Northern Metropolitan
Richmond,234 Coppin St,3,h,1102000.0,4/02/2016,3121.0,3.0,2.0,0.0,194.0,,,Yarra,-37.8265,145.0022,Northern Metropolitan
Richmond,3/24 Davison St,2,u,479000.0,4/03/2017,3121.0,2.0,1.0,1.0,534.0,,1970.0,Yarra,-37.8123,145.0081,Northern Metropolitan
Richmond,28/81 Edinburgh St,2,u,479000.0,4/03/2017,3121.0,2.0,1.0,1.0,0.0,62.0,1970.0,Yarra,-37.8258,145.0057,Northern Metropolitan
Richmond,32 Jubilee Pl,2,h,1042500.0,4/03/2017,3121.0,2.0,1.0,1.0,80.0,,,Yarra,-37.8126,145.004,Northern Metropolitan
Richmond,45 Lord St,2,h,1130000.0,4/03/2017,3121.0,2.0,2.0,3.0,114.0,,,Yarra,-37.8212,145.005,Northern Metropolitan
Richmond,414/6 Lord St,2,u,561000.0,4/03/2017,3121.0,2.0,1.0,1.0,2571.0,66.0,2013.0,Yarra,-37.8198,145.005,Northern Metropolitan
Richmond,101/18 Tanner St,2,u,635000.0,4/03/2017,3121.0,2.0,2.0,1.0,2740.0,76.0,2003.0,Yarra,-37.8231,144.9906,Northern Metropolitan
Richmond,32 Duke St,2,h,1025000.0,4/06/2016,3121.0,2.0,1.0,1.0,169.0,92.0,1900.0,Yarra,-37.8235,145.0035,Northern Metropolitan
Richmond,193 Mary St,2,h,1102000.0,4/06/2016,3121.0,2.0,1.0,1.0,167.0,,,Yarra,-37.8255,145.0013,Northern Metropolitan
Richmond,21 Gardner St,3,h,1152500.0,6/08/2016,3121.0,3.0,2.0,1.0,78.0,,,Yarra,-37.8154,145.0061,Northern Metropolitan
Richmond,33a River St,4,h,1375000.0,6/08/2016,3121.0,4.0,2.0,2.0,58.0,158.0,2007.0,Yarra,-37.817,145.0135,Northern Metropolitan
Richmond,28 Stawell St,3,h,1422000.0,6/08/2016,3121.0,3.0,1.0,0.0,339.0,,,Yarra,-37.8215,145.0102,Northern Metropolitan
Richmond,52 Brighton St,2,h,1506000.0,7/05/2016,3121.0,2.0,2.0,1.0,220.0,131.0,1920.0,Yarra,-37.8284,144.9989,Northern Metropolitan
Richmond,21 Leslie St,3,h,1090000.0,7/05/2016,3121.0,3.0,1.0,3.0,283.0,,,Yarra,-37.8127,145.0073,Northern Metropolitan
Richmond,305/28 Burnley St,1,u,327000.0,7/11/2016,3121.0,1.0,1.0,1.0,0.0,43.0,2012.0,Yarra,-37.8127,145.0094,Northern Metropolitan
Richmond,32 Cameron St,3,h,1555000.0,7/11/2016,3121.0,3.0,1.0,0.0,250.0,115.0,1900.0,Yarra,-37.8167,144.9978,Northern Metropolitan
Richmond,53/69 Palmer St,2,u,815000.0,7/11/2016,3121.0,2.0,2.0,2.0,0.0,,,Yarra,-37.8187,145.0079,Northern Metropolitan
Richmond,12/104 Rowena Pde,1,u,345000.0,7/11/2016,3121.0,1.0,1.0,0.0,0.0,,1970.0,Yarra,-37.8211,144.9955,Northern Metropolitan
Richmond,12/200 Brighton St,2,u,695000.0,10/09/2016,3121.0,2.0,1.0,2.0,0.0,68.0,1997.0,Yarra,-37.8333,144.998,Northern Metropolitan
Richmond,6/33 Goodwood St,2,u,512000.0,10/09/2016,3121.0,2.0,1.0,1.0,0.0,61.0,1970.0,Yarra,-37.8198,144.996,Northern Metropolitan
Richmond,2/175 Kent St,2,t,855000.0,10/09/2016,3121.0,2.0,1.0,1.0,92.0,115.0,1970.0,Yarra,-37.815,145.00799999999995,Northern Metropolitan
Richmond,503/6 Lord St,2,u,1040000.0,10/09/2016,3121.0,3.0,2.0,2.0,0.0,95.0,2013.0,Yarra,-37.8198,145.005,Northern Metropolitan
Richmond,5/285 Punt Rd,1,u,342000.0,10/09/2016,3121.0,1.0,1.0,1.0,0.0,1.0,1970.0,Yarra,-37.8214,144.9896,Northern Metropolitan
